s_t
0.3562473
0.35609567
0.35607606
0.35617834
0.35621285
0.3562249
0.35622922
0.3562307
0.35623127
0.35623145
0.3562315
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
0.35623154
